fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;wine_type
1.0861432292962363;0.655;-1.4879460797287494;0.10029498525073749;0.7668393782383418;15.0;113.0;0.9966;3.17;0.66;9.8;5.0;red
-0.2271798570901162;0.605;-1.4879460797287494;0.5958702064896756;0.6632124352331604;40.0;83.0;0.9993;3.45;0.52;9.4;6.0;red
-1.821929319130687;0.32;-0.5019474461398818;0.07079646017699118;0.9740932642487045;13.0;50.0;0.9957;3.38;0.55;9.2;5.0;red
0.6170992698725383;0.645;-2.094714469629591;0.28908554572271394;0.7979274611398961;5.0;18.0;0.9986;3.4;0.55;9.6;6.0;red
0.6170992698725383;0.6;-1.3362539822535389;0.10619469026548675;0.7979274611398961;3.0;15.0;0.9975;3.42;0.6;10.8;6.0;red
0.8985256455267564;0.38;-0.27440929992706603;0.08849557522123896;0.5906735751295336;13.0;30.0;0.9968;3.23;0.73;9.7;7.0;red
-1.3528853597069896;0.655;-1.715484225941565;0.05309734513274338;0.9999999999999999;7.0;19.0;0.994;3.5;0.48;9.8;4.0;red
0.14805531044884107;0.45;0.3323590899737752;0.312684365781711;0.6735751295336786;12.0;87.0;0.9978;3.33;0.83;10.5;5.0;red
0.14805531044884107;0.45;0.3323590899737752;0.312684365781711;0.6735751295336786;12.0;87.0;0.9978;3.33;0.83;10.5;5.0;red
1.5551871887199336;0.61;-0.12271720245185595;0.1297935103244838;0.8186528497409324;17.0;46.0;0.9976;3.26;0.51;9.3;4.0;red
0.33567289421832014;0.49;-0.8811776898279078;0.11799410029498528;0.9999999999999999;8.0;14.0;0.9968;3.21;0.855;10.5;6.0;red
0.8985256455267564;0.655;-0.7294855923526974;0.09439528023598823;0.621761658031088;9.0;23.0;0.9968;3.3;0.855;10.3;5.0;red
-0.32098864897485613;0.655;-2.094714469629591;0.07079646017699118;0.4248704663212435;5.0;11.0;0.9962;3.48;0.52;9.5;5.0;red
-2.3847820704391243;0.52;-1.2604079335159337;0.08849557522123896;0.46632124352331594;8.0;65.0;0.9934;3.635;0.56;13.1;4.0;red
0.5232904779877992;0.655;0.8632814311370116;0.09439528023598823;0.9999999999999999;22.0;114.0;0.997;3.25;0.73;9.2;5.0;red
1.4613783968351928;0.29;1.5458958697754586;0.058997050147492645;0.9999999999999999;12.0;37.0;0.9969;3.25;0.58;9.5;5.0;red
-0.6962238165138134;0.4;-0.6536395436150921;0.058997050147492645;0.5906735751295336;5.0;12.0;0.9958;3.34;0.56;9.2;5.0;red
-1.4466941515917295;0.31;0.4082051387113805;0.04719764011799411;0.6735751295336786;12.0;96.0;0.9954;3.32;0.58;9.2;5.0;red
1.5551871887199336;0.655;-0.4261013974022766;0.06489675516224191;0.6735751295336786;4.0;23.0;0.9971;3.15;0.74;9.2;5.0;red
-0.5086062327443353;0.52;-2.094714469629591;0.09439528023598823;0.621761658031088;8.0;15.0;0.9956;3.4;0.63;9.4;6.0;red
-0.5086062327443353;0.5;-2.094714469629591;0.08849557522123896;0.6113989637305699;6.0;14.0;0.9955;3.39;0.64;9.4;6.0;red
1.3675696049504538;0.38;0.3323590899737752;0.14159292035398235;0.7461139896373056;30.0;119.0;0.997;3.2;0.56;9.4;5.0;red
0.4294816861030592;0.51;-1.2604079335159337;0.1297935103244838;0.9999999999999999;33.0;73.0;0.9955;3.17;0.63;10.2;6.0;red
0.5232904779877992;0.62;-2.094714469629591;0.18879056047197645;0.77720207253886;25.0;45.0;0.9978;3.34;0.53;9.5;5.0;red
2.3525619197402183;0.42;1.925126113463484;0.1651917404129794;0.6321243523316061;4.0;10.0;0.9971;3.04;0.63;9.6;5.0;red
0.33567289421832014;0.63;-1.4879460797287494;0.26548672566371684;0.9999999999999999;50.0;110.0;0.9983;3.26;0.77;9.4;5.0;red
0.6170992698725383;0.59;-1.0328697873031183;0.10029498525073749;0.6943005181347148;17.0;54.0;0.9975;3.43;0.59;10.0;5.0;red
0.14805531044884107;0.39;-0.046871153714250685;0.10619469026548675;0.6735751295336786;9.0;46.0;0.9962;3.41;0.54;9.4;6.0;red
1.5551871887199336;0.4;0.6357432849241963;0.09439528023598823;0.7253886010362692;19.0;52.0;0.998;3.44;0.64;9.2;5.0;red
0.5232904779877992;0.655;1.3183577235626427;0.07079646017699118;0.9999999999999999;20.0;112.0;0.9968;3.21;0.71;9.3;5.0;red
0.33567289421832014;0.52;-1.1845618847783286;0.07669616519174044;0.7875647668393781;12.0;35.0;0.9968;3.38;0.62;9.5;7.0;red
-0.13337106520537712;0.655;-2.018868420891986;0.0825958702064897;0.7461139896373056;13.0;54.0;0.9966;3.39;0.57;9.8;5.0;red
0.05424651856410195;0.655;-2.018868420891986;0.23893805309734523;0.7979274611398961;4.0;11.0;0.9962;3.41;0.39;10.9;5.0;red
0.05424651856410195;0.655;-2.018868420891986;0.23893805309734523;0.7979274611398961;4.0;11.0;0.9962;3.41;0.39;10.9;5.0;red
0.33567289421832014;0.52;-1.5637921284663547;0.05309734513274338;0.7253886010362692;11.0;39.0;0.9968;3.42;0.58;9.6;5.0;red
-0.5086062327443353;0.655;-1.8671763234167753;0.058997050147492645;0.6943005181347148;6.0;15.0;0.9962;3.44;0.58;10.7;5.0;red
2.0242311481436306;0.32;1.925126113463484;0.0825958702064897;0.6735751295336786;27.0;65.0;0.9969;3.28;0.79;10.7;5.0;red
0.8047168536420173;0.655;-2.018868420891986;0.07669616519174044;0.6735751295336786;8.0;19.0;0.9962;3.34;0.855;10.5;6.0;red
0.5232904779877992;0.63;-1.79133027467917;0.07669616519174044;0.6943005181347148;15.0;27.0;0.9967;3.32;0.54;9.5;6.0;red
0.5232904779877992;0.655;-0.6536395436150921;0.08849557522123896;0.8186528497409324;17.0;96.0;0.9962;3.32;0.48;9.5;5.0;red
0.5232904779877992;0.655;-0.7294855923526974;0.07669616519174044;0.77720207253886;18.0;94.0;0.9961;3.31;0.48;9.5;5.0;red
1.0861432292962363;0.655;-0.4261013974022766;0.08849557522123896;0.77720207253886;11.0;43.0;0.9976;3.31;0.53;9.2;4.0;red
2.3525619197402183;0.32;1.697587967250669;0.11209439528023601;0.8808290155440412;28.0;83.0;0.9984;3.28;0.82;9.6;5.0;red
1.5551871887199336;0.41;2.1526642596763006;0.09439528023598823;0.8704663212435231;9.0;42.0;0.9986;3.54;0.66;10.5;5.0;red
1.5551871887199336;0.41;2.1526642596763006;0.09439528023598823;0.8704663212435231;9.0;42.0;0.9986;3.54;0.66;10.5;5.0;red
-0.32098864897485613;0.655;-2.094714469629591;0.10619469026548675;0.9844559585492224;14.0;30.0;0.9966;3.52;0.55;10.7;6.0;red
-0.41479744085959525;0.655;-1.4879460797287494;0.0825958702064897;0.7979274611398961;12.0;80.0;0.9958;3.38;0.52;10.1;5.0;red
1.0861432292962363;0.625;-0.8811776898279078;0.05309734513274338;0.7357512953367874;27.0;119.0;0.9972;3.16;0.855;9.1;4.0;red
-0.8838414002832925;0.45;-0.8811776898279078;0.058997050147492645;0.621761658031088;3.0;15.0;0.9958;3.41;0.56;9.2;5.0;red
0.6170992698725383;0.43;2.1526642596763006;0.07669616519174044;0.9999999999999999;22.0;67.0;0.9974;3.13;0.855;9.4;5.0;red
0.241864102333581;0.5;1.1666656260874322;0.0825958702064897;0.7979274611398961;21.0;73.0;0.997;3.36;0.57;9.1;5.0;red
0.14805531044884107;0.655;-0.4261013974022766;0.07079646017699118;0.9999999999999999;16.0;51.0;0.9969;3.16;0.855;9.4;5.0;red
-0.7900326083985534;0.3;1.2425116748250375;0.07079646017699118;0.621761658031088;18.0;61.0;0.9959;3.44;0.78;10.3;6.0;red
-0.2271798570901162;0.55;-1.2604079335159337;0.09439528023598823;0.6943005181347148;19.0;40.0;0.9961;3.41;0.59;10.1;5.0;red
1.3675696049504538;0.49;-0.27440929992706603;0.07669616519174044;0.9999999999999999;20.0;136.0;0.9972;2.93;0.855;9.9;6.0;red
0.5232904779877992;0.49;-0.4261013974022766;0.07669616519174044;0.549222797927461;9.0;31.0;0.9966;3.39;0.64;9.6;5.0;red
2.0242311481436306;0.39;0.9391274798746169;0.08849557522123896;0.9999999999999999;34.0;125.0;0.9978;3.14;0.855;9.5;5.0;red
-0.13337106520537712;0.62;-1.79133027467917;0.07079646017699118;0.6943005181347148;8.0;24.0;0.9978;3.48;0.53;9.0;5.0;red
0.7109080617572783;0.52;-0.4261013974022766;0.07669616519174044;0.7253886010362692;42.0;140.0;0.9964;3.23;0.54;9.5;5.0;red
1.3675696049504538;0.49;-0.27440929992706603;0.07669616519174044;0.9999999999999999;20.0;136.0;0.9972;2.93;0.855;9.9;6.0;red
1.3675696049504538;0.49;-0.19856325118946122;0.0825958702064897;0.9999999999999999;19.0;133.0;0.9972;2.93;0.855;9.8;5.0;red
0.5232904779877992;0.49;-0.4261013974022766;0.07669616519174044;0.549222797927461;9.0;31.0;0.9966;3.39;0.64;9.6;5.0;red
-2.009546902900166;0.655;-2.094714469629591;0.04719764011799411;0.37305699481865273;41.0;85.0;0.9938;3.635;0.48;10.5;4.0;red
-2.290973278554384;0.6;-1.1087158360407232;0.10029498525073749;0.5077720207253885;17.0;106.0;0.9932;3.635;0.6;12.9;6.0;red
-0.32098864897485613;0.655;-2.094714469629591;0.14159292035398235;0.9637305699481863;8.0;23.0;0.9965;3.45;0.56;10.7;5.0;red
-0.13337106520537712;0.5;-0.5019474461398818;0.0825958702064897;0.6321243523316061;3.0;22.0;0.9963;3.25;0.63;9.2;5.0;red
0.4294816861030592;0.655;-1.9430223721543805;0.11209439528023601;0.7253886010362692;5.0;10.0;0.9967;3.39;0.56;9.8;5.0;red
0.8985256455267564;0.545;-1.0328697873031183;0.07669616519174044;0.7357512953367874;13.0;35.0;0.9972;3.3;0.59;9.0;6.0;red
1.0861432292962363;0.61;-0.12271720245185595;0.08849557522123896;0.77720207253886;11.0;50.0;0.9972;3.4;0.61;10.2;6.0;red
0.6170992698725383;0.5;-0.12271720245185595;0.07669616519174044;0.6839378238341967;8.0;22.0;0.9959;3.31;0.56;10.4;6.0;red
0.8985256455267564;0.545;-1.0328697873031183;0.07669616519174044;0.7357512953367874;13.0;35.0;0.9972;3.3;0.59;9.0;6.0;red
0.8985256455267564;0.575;-0.7294855923526974;0.08849557522123896;0.704663212435233;12.0;65.0;0.9967;3.29;0.51;9.2;5.0;red
0.05424651856410195;0.49;-0.5777934948774871;0.09439528023598823;0.6321243523316061;5.0;36.0;0.996;3.33;0.48;9.4;5.0;red
0.8985256455267564;0.575;-0.7294855923526974;0.08849557522123896;0.704663212435233;12.0;65.0;0.9967;3.29;0.51;9.2;5.0;red
0.6170992698725383;0.41;2.1526642596763006;0.06489675516224191;0.9999999999999999;18.0;69.0;0.9973;3.08;0.855;9.3;5.0;red
-0.8838414002832925;0.63;-0.046871153714250685;0.06489675516224191;0.8186528497409324;15.0;64.0;0.9969;3.46;0.79;9.3;5.0;red
0.8047168536420173;0.33;1.621741918513064;0.11209439528023601;0.8497409326424868;18.0;80.0;0.9976;3.37;0.8;9.6;6.0;red
0.8985256455267564;0.655;1.5458958697754586;0.0825958702064897;0.9999999999999999;37.0;153.0;0.9969;3.21;0.69;9.3;5.0;red
0.6170992698725383;0.56;-0.957023738565513;0.07079646017699118;0.9844559585492224;12.0;47.0;0.9964;3.19;0.855;9.5;5.0;red
1.1799520211809755;0.62;-1.715484225941565;0.09439528023598823;0.77720207253886;11.0;108.0;0.9964;3.15;0.66;9.8;5.0;red
1.1799520211809755;0.6;-1.6396381772039597;0.09439528023598823;0.7875647668393781;14.0;111.0;0.9964;3.15;0.66;9.8;5.0;red
2.3525619197402183;0.31;0.9391274798746169;0.10029498525073749;0.7357512953367874;22.0;46.0;0.9988;3.32;0.67;9.7;6.0;red
0.6170992698725383;0.56;-0.957023738565513;0.07079646017699118;0.9844559585492224;12.0;47.0;0.9964;3.19;0.855;9.5;5.0;red
2.11803994002837;0.4;-0.046871153714250685;0.09439528023598823;0.8393782383419687;13.0;62.0;0.9966;3.07;0.63;10.5;6.0;red
1.0861432292962363;0.54;-0.27440929992706603;0.07669616519174044;0.704663212435233;11.0;40.0;0.9978;3.39;0.61;10.0;6.0;red
0.6170992698725383;0.56;-1.4879460797287494;0.0825958702064897;0.7564766839378236;7.0;28.0;0.997;3.37;0.5;9.4;6.0;red
1.5551871887199336;0.55;-2.094714469629591;0.09439528023598823;0.9999999999999999;14.0;56.0;0.9962;3.21;0.6;10.9;6.0;red
-0.13337106520537712;0.655;-1.79133027467917;0.07079646017699118;0.9119170984455957;22.0;89.0;0.9959;3.34;0.54;9.2;6.0;red
0.14805531044884107;0.655;-1.715484225941565;0.06489675516224191;0.9999999999999999;10.0;89.0;0.9962;3.3;0.57;9.0;5.0;red
1.5551871887199336;0.55;-2.094714469629591;0.09439528023598823;0.9999999999999999;14.0;56.0;0.9962;3.21;0.6;10.9;6.0;red
0.14805531044884107;0.655;-2.094714469629591;0.11209439528023601;0.6839378238341967;3.0;13.0;0.998;3.49;0.52;9.2;5.0;red
0.8047168536420173;0.655;-2.094714469629591;0.11799410029498528;0.7357512953367874;11.0;34.0;0.9976;3.44;0.53;9.5;5.0;red
0.6170992698725383;0.5;-1.1087158360407232;0.058997050147492645;0.7564766839378236;21.0;102.0;0.996;3.39;0.48;9.5;5.0;red
1.7428047724894118;0.62;-2.094714469629591;0.07669616519174044;0.9999999999999999;27.0;90.0;0.9984;3.16;0.7;9.4;5.0;red
0.9923344374114955;0.655;-2.094714469629591;0.06489675516224191;0.7461139896373056;3.0;12.0;0.9964;3.53;0.49;10.9;5.0;red
0.8985256455267564;0.655;-2.094714469629591;0.07079646017699118;0.7564766839378236;3.0;12.0;0.9964;3.54;0.48;10.9;5.0;red
0.8047168536420173;0.59;-1.1845618847783286;0.07079646017699118;0.5803108808290154;3.0;16.0;0.9962;3.42;0.855;10.5;7.0;red
-0.9776501921680324;0.38;-1.2604079335159337;0.07079646017699118;0.6528497409326423;6.0;19.0;0.9955;3.42;0.57;9.4;5.0;red
0.8047168536420173;0.655;1.8492800647258796;0.0825958702064897;0.9999999999999999;30.0;134.0;0.9968;3.24;0.66;9.4;5.0;red
-1.4466941515917295;0.5;-1.715484225941565;0.10029498525073749;0.4145077720207253;17.0;99.0;0.9937;3.63;0.63;13.0;5.0;red
-1.4466941515917295;0.5;-1.715484225941565;0.10029498525073749;0.4145077720207253;17.0;99.0;0.9937;3.63;0.63;13.0;5.0;red
-0.5086062327443353;0.5;-2.094714469629591;0.05309734513274338;0.5284974093264247;17.0;26.0;0.9952;3.4;0.58;9.8;6.0;red
0.7109080617572783;0.655;-2.018868420891986;0.09439528023598823;0.77720207253886;13.0;29.0;0.9959;3.22;0.55;9.9;6.0;red
1.1799520211809755;0.655;-1.5637921284663547;0.07669616519174044;0.8393782383419687;16.0;63.0;0.9965;3.19;0.82;9.6;5.0;red
1.0861432292962363;0.655;-1.2604079335159337;0.07079646017699118;0.8290155440414505;10.0;52.0;0.9968;3.23;0.77;9.5;5.0;red
0.05424651856410195;0.415;0.3323590899737752;0.0825958702064897;0.7461139896373056;13.0;45.0;0.9972;3.48;0.64;9.2;5.0;red
0.6170992698725383;0.56;-0.957023738565513;0.08849557522123896;0.7461139896373056;15.0;105.0;0.9962;3.33;0.54;9.5;5.0;red
0.6170992698725383;0.56;-0.957023738565513;0.0825958702064897;0.7461139896373056;17.0;108.0;0.9962;3.32;0.54;9.5;5.0;red
1.1799520211809755;0.655;-1.5637921284663547;0.07669616519174044;0.8393782383419687;16.0;63.0;0.9965;3.19;0.82;9.6;5.0;red
1.0861432292962363;0.655;-1.2604079335159337;0.07079646017699118;0.8290155440414505;10.0;52.0;0.9968;3.23;0.77;9.5;5.0;red
-1.821929319130687;0.34;-2.094714469629591;0.07079646017699118;0.4248704663212435;27.0;63.0;0.9916;3.635;0.79;14.0;6.0;red
-0.7900326083985534;0.39;-1.79133027467917;0.06489675516224191;0.5906735751295336;3.0;20.0;0.9954;3.34;0.58;9.4;5.0;red
-1.821929319130687;0.34;-2.094714469629591;0.07079646017699118;0.4248704663212435;27.0;63.0;0.9916;3.635;0.79;14.0;6.0;red
0.8985256455267564;0.655;1.7734340159882744;0.07079646017699118;0.9999999999999999;32.0;141.0;0.9968;3.17;0.62;9.4;5.0;red
-1.2590765678222506;0.655;-2.094714469629591;0.07079646017699118;0.8082901554404143;21.0;94.0;0.9944;3.54;0.52;10.0;5.0;red
0.4294816861030592;0.49;-0.4261013974022766;0.058997050147492645;0.9999999999999999;10.0;88.0;0.9968;3.11;0.8;9.3;5.0;red
-0.2271798570901162;0.49;-1.6396381772039597;0.10029498525073749;0.6735751295336786;12.0;30.0;0.9959;3.42;0.58;10.2;6.0;red
0.9923344374114955;0.4;0.9391274798746169;0.1297935103244838;0.8290155440414505;11.0;43.0;0.9975;3.53;0.61;10.5;6.0;red
0.14805531044884107;0.33;1.1666656260874322;0.08849557522123896;0.704663212435233;5.0;11.0;0.9958;3.33;0.53;10.3;6.0;red
1.93042235625889;0.52;2.1526642596763006;0.1651917404129794;0.9999999999999999;32.0;69.0;0.9996;2.795;0.855;9.4;4.0;red
0.33567289421832014;0.6;-2.094714469629591;0.07079646017699118;0.8911917098445594;25.0;99.0;0.995;3.35;0.54;10.1;5.0;red
0.33567289421832014;0.6;-2.094714469629591;0.07079646017699118;0.8911917098445594;25.0;99.0;0.995;3.35;0.54;10.1;5.0;red
-0.03956227332063799;0.43;0.7874353823994064;0.28908554572271394;0.6321243523316061;29.0;129.0;0.9973;3.42;0.72;10.5;5.0;red
-0.03956227332063799;0.43;0.7874353823994064;0.28908554572271394;0.6424870466321241;28.0;128.0;0.9973;3.42;0.71;10.5;5.0;red
-0.03956227332063799;0.43;0.7874353823994064;0.28908554572271394;0.6321243523316061;29.0;129.0;0.9973;3.42;0.72;10.5;5.0;red
-0.03956227332063799;0.43;0.7874353823994064;0.28908554572271394;0.6424870466321241;28.0;128.0;0.9973;3.42;0.71;10.5;5.0;red
-0.03956227332063799;0.655;-2.094714469629591;0.09439528023598823;0.6632124352331604;12.0;22.0;0.9969;3.48;0.5;9.3;5.0;red
-0.32098864897485613;0.6;-1.0328697873031183;0.07669616519174044;0.7253886010362692;18.0;86.0;0.9968;3.59;0.57;9.3;6.0;red
0.4294816861030592;0.655;-2.094714469629591;0.0825958702064897;0.8393782383419687;7.0;20.0;0.9959;3.2;0.56;9.6;5.0;red
0.4294816861030592;0.655;-2.094714469629591;0.041297935103244844;0.6528497409326423;9.0;20.0;0.9965;3.17;0.855;9.2;4.0;red
0.6170992698725383;0.53;-2.094714469629591;0.06489675516224191;0.6943005181347148;17.0;31.0;0.9964;3.33;0.56;10.0;6.0;red
0.241864102333581;0.6;-0.4261013974022766;0.39528023598820067;0.6321243523316061;36.0;121.0;0.9982;3.37;0.49;9.4;5.0;red
0.14805531044884107;0.59;-0.4261013974022766;0.38938053097345143;0.6321243523316061;35.0;121.0;0.9981;3.37;0.49;9.4;5.0;red
0.6170992698725383;0.63;1.2425116748250375;0.06489675516224191;0.9430051813471502;14.0;96.0;0.9961;3.19;0.62;9.5;5.0;red
-0.32098864897485613;0.64;-1.6396381772039597;0.08849557522123896;0.7875647668393781;18.0;101.0;0.9956;3.34;0.52;10.2;5.0;red
0.14805531044884107;0.55;-2.094714469629591;0.058997050147492645;0.6528497409326423;17.0;42.0;0.9956;3.37;0.48;9.0;4.0;red
-0.32098864897485613;0.63;-1.8671763234167753;0.08849557522123896;0.8290155440414505;11.0;44.0;0.9953;3.47;0.55;10.4;6.0;red
0.33567289421832014;0.655;-0.5777934948774871;0.07079646017699118;0.9999999999999999;15.0;63.0;0.9964;3.0;0.855;9.5;5.0;red
0.7109080617572783;0.655;-2.094714469629591;0.07079646017699118;0.5077720207253885;4.0;8.0;0.9972;3.36;0.33;9.1;4.0;red
0.8047168536420173;0.42;-1.1087158360407232;0.0825958702064897;0.6632124352331604;6.0;18.0;0.9972;3.29;0.61;9.2;6.0;red
0.8047168536420173;0.42;-1.1087158360407232;0.0825958702064897;0.6632124352331604;6.0;18.0;0.9972;3.29;0.61;9.2;6.0;red
0.241864102333581;0.62;-2.018868420891986;0.07669616519174044;0.6113989637305699;24.0;42.0;0.9961;3.42;0.57;11.5;6.0;red
0.14805531044884107;0.38;-0.8053316410903026;0.0825958702064897;0.7357512953367874;7.0;35.0;0.9961;3.33;0.47;9.5;5.0;red
-0.2271798570901162;0.5;-2.094714469629591;0.05309734513274338;0.7875647668393781;19.0;49.0;0.9958;3.35;0.78;9.5;5.0;red
0.14805531044884107;0.38;-0.8053316410903026;0.0825958702064897;0.7357512953367874;7.0;35.0;0.9961;3.33;0.47;9.5;5.0;red
0.33567289421832014;0.52;0.7874353823994064;0.10029498525073749;0.8082901554404143;8.0;38.0;0.9972;3.58;0.61;10.5;6.0;red
-0.13337106520537712;0.655;-2.094714469629591;0.11209439528023601;0.6113989637305699;7.0;20.0;0.9969;3.48;0.56;9.6;5.0;red
1.5551871887199336;0.61;-1.3362539822535389;0.10619469026548675;0.6010362694300517;10.0;42.0;0.9969;3.19;0.59;9.5;5.0;red
1.5551871887199336;0.61;-1.3362539822535389;0.10619469026548675;0.6010362694300517;10.0;42.0;0.9969;3.19;0.59;9.5;5.0;red
1.6489959806046726;0.61;1.3183577235626427;0.0825958702064897;0.9999999999999999;23.0;110.0;0.9972;3.12;0.855;9.3;5.0;red
0.05424651856410195;0.655;-2.094714469629591;0.11209439528023601;0.6943005181347148;16.0;42.0;0.9972;3.44;0.52;9.3;5.0;red
-0.32098864897485613;0.61;-0.8811776898279078;0.07079646017699118;0.704663212435233;11.0;65.0;0.9971;3.54;0.58;9.3;5.0;red
-0.41479744085959525;0.62;-0.8053316410903026;0.07669616519174044;0.7253886010362692;8.0;62.0;0.997;3.52;0.58;9.3;6.0;red
1.6489959806046726;0.31;1.925126113463484;0.0825958702064897;0.9999999999999999;26.0;85.0;0.9971;3.26;0.53;9.7;5.0;red
0.241864102333581;0.39;1.2425116748250375;0.0825958702064897;0.7564766839378236;14.0;67.0;0.9972;3.34;0.55;9.2;5.0;red
0.5232904779877992;0.655;-1.6396381772039597;0.11799410029498528;0.77720207253886;9.0;26.0;0.9976;3.39;0.49;9.7;5.0;red
0.7109080617572783;0.5;0.10482094376095984;0.0825958702064897;0.77720207253886;15.0;143.0;0.9968;3.2;0.55;9.5;5.0;red
0.7109080617572783;0.49;0.02897489502335458;0.07669616519174044;0.7564766839378236;17.0;144.0;0.9968;3.2;0.55;9.5;5.0;red
0.9923344374114955;0.5;0.25651304123616997;0.13569321533923306;0.704663212435233;21.0;127.0;0.9976;3.23;0.62;9.4;5.0;red
-0.6962238165138134;0.37;-0.5019474461398818;0.07669616519174044;0.6735751295336786;21.0;49.0;0.9974;3.57;0.62;9.8;6.0;red
-0.32098864897485613;0.63;-1.4879460797287494;0.18879056047197645;0.932642487046632;16.0;126.0;0.9969;3.28;0.61;9.5;5.0;red
0.4294816861030592;0.55;-0.8053316410903026;0.09439528023598823;0.6424870466321241;7.0;28.0;0.9964;3.28;0.55;9.7;5.0;red
